dot,density,n_cols,n_rows,format
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.000998,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.001,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.000998,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.000998,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.000997,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.000998,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.01,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.007986,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.000998,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.001007,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.000999,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.000999,0.001,1000,10,full
0.0,0.001,1000,10,full
0.0,0.001,1000,10,full
0.000999,0.001,1000,10,full
0.000997,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.000996,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.000995,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.000996,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.001002,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.000996,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.000998,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,1.0,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.000998,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.00099,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.000997,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.1,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.000998,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.000997,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.01,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.000997,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.000997,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.000995,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.000996,0.001,10,100,full
0.000998,0.001,10,100,full
0.0,0.001,10,100,full
0.000999,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,0.001,10,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.000999,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.000997,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.000999,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.000996,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.000997,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.000997,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.000996,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.000997,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.000997,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.000997,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,1.0,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.000997,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.000997,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.000999,0.1,100,100,full
0.001,0.1,100,100,full
0.000998,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.000998,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.001003,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.001013,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.000998,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.1,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.000996,0.01,100,100,full
0.0,0.01,100,100,full
0.000989,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.000999,0.01,100,100,full
0.0,0.01,100,100,full
0.000997,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.000997,0.01,100,100,full
0.0,0.01,100,100,full
0.000997,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.000999,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.000999,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.000988,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.001,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.01,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.000998,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.001001,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.000997,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.000993,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.001006,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.001013,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.001001,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.001003,0.001,100,100,full
0.0,0.001,100,100,full
0.0,0.001,100,100,full
0.000998,0.001,100,100,full
