,;utc_timestamp;price
2832,2832;97801;15.48
2833,2833;97802;Dez 54
2834,2834;97803;15.59
2835,2835;97804;18.84
2836,2836;97805;30. Nov
2837,2837;97806;38.66
2838,2838;97807;47.29
2839,2839;97808;47.52
2840,2840;97809;39.94
2841,2841;97810;36.87
2842,2842;97811;36.6
2843,2843;97812;30.91
2844,2844;97813;30.58
2845,2845;97814;30.59
2846,2846;97815;30.83
2847,2847;97816;32.15
2848,2848;97817;32.89
2849,2849;97818;34.44
2850,2850;97819;32.46
2851,2851;97820;30.62
2852,2852;97821;27. Mai
2853,2853;97822;Dez 96
2854,2854;97823;Jul 95
2855,2855;97824;Jul 81
2856,2856;97825;Jul 89
2857,2857;97826;Jul 86
2858,2858;97827;Aug 56
2859,2859;97828;Sep 79
2860,2860;97829;Okt 34
2861,2861;97830;28.99
2862,2862;97831;32.86
2863,2863;97832;33.2
2864,2864;97833;31.02
2865,2865;97834;30.76
2866,2866;97835;30.57
2867,2867;97836;32.42
2868,2868;97837;39.8
2869,2869;97838;39.86
2870,2870;97839;39.17
2871,2871;97840;39.52
2872,2872;97841;40.13
2873,2873;97842;49.2
2874,2874;97843;53.12
2875,2875;97844;39.11
2876,2876;97845;38.78
2877,2877;97846;31.4
2878,2878;97847;30. Jun
2879,2879;97848;31. Mai
2880,2880;97849;29.57
2881,2881;97850;28.61
2882,2882;97851;25.52
2883,2883;97852;28.65
2884,2884;97853;29.98
2885,2885;97854;32.4
2886,2886;97855;41.96
2887,2887;97856;42.08
2888,2888;97857;39.99
2889,2889;97858;39.9
2890,2890;97859;36.92
2891,2891;97860;31.22
2892,2892;97861;30.74
2893,2893;97862;30.83
2894,2894;97863;32.16
2895,2895;97864;38.63
2896,2896;97865;46.82
2897,2897;97866;51.99
2898,2898;97867;49.68
2899,2899;97868;39.93
2900,2900;97869;34.9
2901,2901;97870;31.93
2902,2902;97871;29. Jul
2903,2903;97872;29.73
2904,2904;97873;29.49
2905,2905;97874;25.99
2906,2906;97875;26.0
2907,2907;97876;26.17
2908,2908;97877;26. Apr
2909,2909;97878;31.04
2910,2910;97879;33.57
2911,2911;97880;34.19
2912,2912;97881;30.85
2913,2913;97882;26.0
2914,2914;97883;25. Aug
2915,2915;97884;Dez 63
2916,2916;97885;Okt 45
2917,2917;97886;Okt 48
2918,2918;97887;25. Jan
2919,2919;97888;25.92
2920,2920;97889;32.17
2921,2921;97890;39.9
2922,2922;97891;38.91
2923,2923;97892;31.95
2924,2924;97893;30.47
2925,2925;97894;29.25
2926,2926;97895;25. Jul
2927,2927;97896;27. Feb
2928,2928;97897;26.47
2929,2929;97898;26. Mrz
2930,2930;97899;28.99
2931,2931;97900;30.91
2932,2932;97901;32.36
2933,2933;97902;41.91
2934,2934;97903;48.0
2935,2935;97904;47.57
2936,2936;97905;46.5
2937,2937;97906;43.49
2938,2938;97907;43.47
2939,2939;97908;41.02
2940,2940;97909;39.83
2941,2941;97910;39.1
2942,2942;97911;38.6
2943,2943;97912;40.97
2944,2944;97913;41.91
2945,2945;97914;42.18
2946,2946;97915;44.95
2947,2947;97916;41.01
2948,2948;97917;35.29
2949,2949;97918;36.25
2950,2950;97919;34.56
2951,2951;97920;31.6
2952,2952;97921;30.25
2953,2953;97922;30. Apr
2954,2954;97923;28.44
2955,2955;97924;28.26
2956,2956;97925;29.22
2957,2957;97926;28.16
2958,2958;97927;30.0
2959,2959;97928;33.96
2960,2960;97929;39.34
2961,2961;97930;36.73
2962,2962;97931;36.69
2963,2963;97932;33.76
2964,2964;97933;31.44
2965,2965;97934;31.81
2966,2966;97935;33.67
2967,2967;97936;34.9
2968,2968;97937;40.44
2969,2969;97938;44.69
2970,2970;97939;47.25
2971,2971;97940;42.01
2972,2972;97941;35.07
2973,2973;97942;31.87
2974,2974;97943;22.68
2975,2975;97944;21. Nov
2976,2976;97945;15.44
2977,2977;97946;Nov 56
2978,2978;97947;10. Jun
2979,2979;97948;Sep 84
2980,2980;97949;08. Jun
2981,2981;97950;Sep 83
2982,2982;97951;Sep 13
2983,2983;97952;Sep 88
2984,2984;97953;Nov 32
2985,2985;97954;Sep 97
2986,2986;97955;10.0
2987,2987;97956;10. Aug
2988,2988;97957;Sep 96
2989,2989;97958;09. Apr
2990,2990;97959;Sep 96
2991,2991;97960;17.22
2992,2992;97961;30. Mrz
2993,2993;97962;33.69
2994,2994;97963;37.95
2995,2995;97964;35.02
2996,2996;97965;32.85
2997,2997;97966;32.92
2998,2998;97967;31.67
2999,2999;97968;31.24
3000,3000;97969;29. Apr
3001,3001;97970;27.99
3002,3002;97971;25.35
3003,3003;97972;27. Mrz
3004,3004;97973;29. Jul
3005,3005;97974;34.98
3006,3006;97975;42.4
3007,3007;97976;44.28
3008,3008;97977;47.03
3009,3009;97978;46.58
3010,3010;97979;46.36
3011,3011;97980;43.92
3012,3012;97981;39.9
3013,3013;97982;36.07
3014,3014;97983;39.9
3015,3015;97984;42.91
3016,3016;97985;46.15
3017,3017;97986;49.59
3018,3018;97987;51.66
3019,3019;97988;46.05
3020,3020;97989;37.4
3021,3021;97990;35.0
3022,3022;97991;31.93
3023,3023;97992;31. Jul
3024,3024;97993;30. Jan
3025,3025;97994;29.99
3026,3026;97995;29.64
3027,3027;97996;30. Jun
3028,3028;97997;32.98
3029,3029;97998;36.0
3030,3030;97999;50.19
3031,3031;98000;54.25
3032,3032;98001;54.1
3033,3033;98002;53.93
3034,3034;98003;51.54
3035,3035;98004;49.9
3036,3036;98005;49.07
3037,3037;98006;48.69
3038,3038;98007;47.75
3039,3039;98008;48.0
3040,3040;98009;50.31
3041,3041;98010;57.52
3042,3042;98011;61.05
3043,3043;98012;51.93
3044,3044;98013;43.93
3045,3045;98014;41.94
3046,3046;98015;33.73
3047,3047;98016;33.98
3048,3048;98017;32.76
3049,3049;98018;32.0
3050,3050;98019;31.38
3051,3051;98020;31.2
3052,3052;98021;32.06
3053,3053;98022;41.04
3054,3054;98023;49.61
3055,3055;98024;49.93
3056,3056;98025;43.44
3057,3057;98026;41.0
3058,3058;98027;38.1
3059,3059;98028;34.16
3060,3060;98029;33.65
3061,3061;98030;35.01
3062,3062;98031;33.7
3063,3063;98032;34.03
3064,3064;98033;35.74
3065,3065;98034;42.05
3066,3066;98035;42.0
3067,3067;98036;34.15
3068,3068;98037;31.85
3069,3069;98038;32.14
3070,3070;98039;28.97
3071,3071;98040;30.66
3072,3072;98041;30.56
3073,3073;98042;29.78
3074,3074;98043;29. Mrz
3075,3075;98044;29.28
3076,3076;98045;31. Dez
3077,3077;98046;41.59
3078,3078;98047;48.67
3079,3079;98048;50.02
3080,3080;98049;49.02
3081,3081;98050;48.62
3082,3082;98051;47.16
3083,3083;98052;43.82
3084,3084;98053;41.85
3085,3085;98054;38.09
3086,3086;98055;36.69
3087,3087;98056;35.3
3088,3088;98057;41.47
3089,3089;98058;44.82
3090,3090;98059;42.84
3091,3091;98060;33.34
3092,3092;98061;33.02
3093,3093;98062;31.51
3094,3094;98063;28.82
3095,3095;98064;20.82
3096,3096;98065;18.18
3097,3097;98066;12. Jan
3098,3098;98067;18. Sep
3099,3099;98068;26.96
3100,3100;98069;28.59
3101,3101;98070;31.9
3102,3102;98071;41.98
3103,3103;98072;41.93
3104,3104;98073;36.96
3105,3105;98074;33.02
3106,3106;98075;32.09
3107,3107;98076;31.51
3108,3108;98077;31.31
3109,3109;98078;31.26
3110,3110;98079;32.11
3111,3111;98080;36.07
3112,3112;98081;40.37
3113,3113;98082;49.17
3114,3114;98083;53.56
3115,3115;98084;45.88
3116,3116;98085;39.67
3117,3117;98086;37.71
3118,3118;98087;34.25
3119,3119;98088;33.02
3120,3120;98089;31.24
3121,3121;98090;30.13
3122,3122;98091;29.64
3123,3123;98092;29. Jul
3124,3124;98093;30.0
3125,3125;98094;31.77
3126,3126;98095;32.4
3127,3127;98096;35.0
3128,3128;98097;35.05
3129,3129;98098;33.0
3130,3130;98099;31.41
3131,3131;98100;31. Jul
3132,3132;98101;30.19
3133,3133;98102;29.85
3134,3134;98103;29.98
3135,3135;98104;30.81
3136,3136;98105;34.66
3137,3137;98106;43.97
3138,3138;98107;45.91
3139,3139;98108;38.1
3140,3140;98109;32.26
3141,3141;98110;32.11
3142,3142;98111;30. Mai
3143,3143;98112;27. Sep
3144,3144;98113;25. Apr
3145,3145;98114;20.36
3146,3146;98115;13.92
3147,3147;98116;Okt 88
3148,3148;98117;Nov 95
3149,3149;98118;13.92
3150,3150;98119;Nov 21
3151,3151;98120;Okt 97
3152,3152;98121;13.28
3153,3153;98122;Okt 18
3154,3154;98123;15.63
3155,3155;98124;09. Jun
3156,3156;98125;Dez 21
3157,3157;98126;Sep 55
3158,3158;98127;Nov 93
3159,3159;98128;11.0
3160,3160;98129;26. Sep
3161,3161;98130;31.15
3162,3162;98131;31.35
3163,3163;98132;30.69
3164,3164;98133;30.62
3165,3165;98134;30. Apr
3166,3166;98135;29.34
3167,3167;98136;27. Apr
3168,3168;98137;26.82
3169,3169;98138;26. Sep
3170,3170;98139;27. Feb
3171,3171;98140;27.77
3172,3172;98141;29.64
3173,3173;98142;33.83
3174,3174;98143;41.0
3175,3175;98144;42.86
3176,3176;98145;40.0
3177,3177;98146;34.57
3178,3178;98147;32.89
3179,3179;98148;31.97
3180,3180;98149;32.2
3181,3181;98150;31. Jul
3182,3182;98151;32.0
3183,3183;98152;36.61
3184,3184;98153;41.82
3185,3185;98154;49.9
3186,3186;98155;56.99
3187,3187;98156;49.51
3188,3188;98157;44.94
3189,3189;98158;39.96
3190,3190;98159;33.55
3191,3191;98160;29.58
3192,3192;98161;28.61
3193,3193;98162;27.73
3194,3194;98163;27.75
3195,3195;98164;28.43
3196,3196;98165;29.49
3197,3197;98166;37.72
3198,3198;98167;44.92
3199,3199;98168;47.1
3200,3200;98169;43.97
3201,3201;98170;41.93
3202,3202;98171;37.19
3203,3203;98172;31. Aug
3204,3204;98173;30. Aug
3205,3205;98174;30. Aug
3206,3206;98175;30.16
3207,3207;98176;35.0
3208,3208;98177;41.15
3209,3209;98178;45.58
3210,3210;98179;45.46
3211,3211;98180;35.85
3212,3212;98181;28.99
3213,3213;98182;28. Aug
3214,3214;98183;23.44
3215,3215;98184;22.21
3216,3216;98185;21.14
3217,3217;98186;18.65
3218,3218;98187;20.16
3219,3219;98188;24. Mrz
3220,3220;98189;28. Mai
3221,3221;98190;34.96
3222,3222;98191;40.98
3223,3223;98192;40.97
3224,3224;98193;38.99
3225,3225;98194;34.94
3226,3226;98195;33.07
3227,3227;98196;32.14
3228,3228;98197;31. Mai
3229,3229;98198;31.42
3230,3230;98199;32.4
3231,3231;98200;33.06
3232,3232;98201;41.0
3233,3233;98202;47.97
3234,3234;98203;52.09
3235,3235;98204;43.9
3236,3236;98205;38.1
3237,3237;98206;34.82
3238,3238;98207;31.59
3239,3239;98208;29.99
3240,3240;98209;29.84
3241,3241;98210;28.14
3242,3242;98211;28.29
3243,3243;98212;29.37
3244,3244;98213;30.0
3245,3245;98214;38.48
3246,3246;98215;45.18
3247,3247;98216;40.95
3248,3248;98217;36.15
3249,3249;98218;32.94
3250,3250;98219;31.87
3251,3251;98220;30.49
3252,3252;98221;30.45
3253,3253;98222;30.19
3254,3254;98223;30.28
3255,3255;98224;33.5
3256,3256;98225;39.9
3257,3257;98226;45.59
3258,3258;98227;50.1
3259,3259;98228;42.92
3260,3260;98229;34.81
3261,3261;98230;30.19
3262,3262;98231;26.36
3263,3263;98232;21.63
3264,3264;98233;18.76
3265,3265;98234;18.53
3266,3266;98235;20.93
3267,3267;98236;24. Nov
3268,3268;98237;28.0
3269,3269;98238;39.97
3270,3270;98239;40.91
3271,3271;98240;40.45
3272,3272;98241;33.97
3273,3273;98242;32.17
3274,3274;98243;29.71
3275,3275;98244;27.83
3276,3276;98245;25.44
3277,3277;98246;22. Jan
3278,3278;98247;22.78
3279,3279;98248;26.48
3280,3280;98249;30.96
3281,3281;98250;38.1
3282,3282;98251;40.45
3283,3283;98252;32.99
3284,3284;98253;27.91
3285,3285;98254;24. Mai
3286,3286;98255;14.96
3287,3287;98256;Nov 73
3288,3288;98257;Sep 42
3289,3289;98258;Sep 39
3290,3290;98259;Aug 46
3291,3291;98260;08. Mrz
3292,3292;98261;Sep 37
3293,3293;98262;Okt 35
3294,3294;98263;Nov 25
3295,3295;98264;16.93
3296,3296;98265;28.18
3297,3297;98266;25. Jun
3298,3298;98267;26.83
3299,3299;98268;25.69
3300,3300;98269;17. Jan
3301,3301;98270;Sep 75
3302,3302;98271;14.36
3303,3303;98272;Sep 99
3304,3304;98273;27.44
3305,3305;98274;32.31
3306,3306;98275;37.94
3307,3307;98276;31.27
3308,3308;98277;30.74
3309,3309;98278;30.75
3310,3310;98279;29. Jun
3311,3311;98280;16.62
3312,3312;98281;15.79
3313,3313;98282;16. Dez
3314,3314;98283;Dez 67
3315,3315;98284;13.43
3316,3316;98285;Dez 47
3317,3317;98286;Nov 62
3318,3318;98287;Sep 64
3319,3319;98288;13.73
3320,3320;98289;18.44
3321,3321;98290;21. Jun
3322,3322;98291;17.63
3323,3323;98292;18. Mai
3324,3324;98293;Nov 35
3325,3325;98294;10. Dez
3326,3326;98295;Sep 44
3327,3327;98296;Sep 42
3328,3328;98297;Okt 15
3329,3329;98298;17. Sep
3330,3330;98299;16.72
3331,3331;98300;Nov 96
3332,3332;98301;Sep 47
3333,3333;98302;Dez 51
3334,3334;98303;10. Dez
3335,3335;98304;Okt 59
3336,3336;98305;13.87
3337,3337;98306;10. Jul
3338,3338;98307;16.36
3339,3339;98308;22. Jun
3340,3340;98309;26. Aug
3341,3341;98310;36.3
3342,3342;98311;40.98
3343,3343;98312;42.31
3344,3344;98313;39.34
3345,3345;98314;38.96
3346,3346;98315;36.94
3347,3347;98316;35.0
3348,3348;98317;32.74
3349,3349;98318;31.16
3350,3350;98319;30.82
3351,3351;98320;30.56
3352,3352;98321;32.0
3353,3353;98322;38.38
3354,3354;98323;36.94
3355,3355;98324;32.42
3356,3356;98325;27. Jun
3357,3357;98326;25. Feb
3358,3358;98327;Okt 75
3359,3359;98328;18.76
3360,3360;98329;17.48
3361,3361;98330;15.92
3362,3362;98331;18. Feb
3363,3363;98332;22. Jun
3364,3364;98333;23.99
3365,3365;98334;31. Jan
3366,3366;98335;35.96
3367,3367;98336;35.31
3368,3368;98337;30.84
3369,3369;98338;29.97
3370,3370;98339;29.69
3371,3371;98340;29. Aug
3372,3372;98341;28.86
3373,3373;98342;28.94
3374,3374;98343;29.37
3375,3375;98344;30. Jan
3376,3376;98345;36.65
3377,3377;98346;42.98
3378,3378;98347;47.25
3379,3379;98348;41.77
3380,3380;98349;37.75
3381,3381;98350;34.99
3382,3382;98351;33.96
3383,3383;98352;30.45
3384,3384;98353;29.98
3385,3385;98354;29.2
3386,3386;98355;29. Mai
3387,3387;98356;29. Mai
3388,3388;98357;30.41
3389,3389;98358;35.19
3390,3390;98359;40.19
3391,3391;98360;43.02
3392,3392;98361;41.74
3393,3393;98362;37.54
3394,3394;98363;36.69
3395,3395;98364;36.25
3396,3396;98365;35.95
3397,3397;98366;35.02
3398,3398;98367;36.35
3399,3399;98368;36.9
3400,3400;98369;39.6
3401,3401;98370;42.4
3402,3402;98371;45.0
3403,3403;98372;38.98
3404,3404;98373;32.18
3405,3405;98374;31.65
3406,3406;98375;29.17
3407,3407;98376;29.45
3408,3408;98377;29. Jan
3409,3409;98378;28.91
3410,3410;98379;28.65
3411,3411;98380;28.53
3412,3412;98381;30.72
3413,3413;98382;32.38
3414,3414;98383;39.61
3415,3415;98384;40.5
3416,3416;98385;38.91
3417,3417;98386;37.1
3418,3418;98387;36.44
3419,3419;98388;31.54
3420,3420;98389;32.03
3421,3421;98390;32.05
3422,3422;98391;32.72
3423,3423;98392;33.24
3424,3424;98393;37.92
3425,3425;98394;40.0
3426,3426;98395;42.77
3427,3427;98396;38.9
3428,3428;98397;34.97
3429,3429;98398;32.89
3430,3430;98399;30.63
3431,3431;98400;29. Apr
3432,3432;98401;28.99
3433,3433;98402;29.21
3434,3434;98403;28.87
3435,3435;98404;29.0
3436,3436;98405;30.14
3437,3437;98406;37.91
3438,3438;98407;41.69
3439,3439;98408;43.79
3440,3440;98409;41.09
3441,3441;98410;35.71
3442,3442;98411;33.07
3443,3443;98412;32.09
3444,3444;98413;30.29
3445,3445;98414;29. Sep
3446,3446;98415;30. Jul
3447,3447;98416;31.2
3448,3448;98417;36.63
3449,3449;98418;40.59
3450,3450;98419;42.96
3451,3451;98420;38.92
3452,3452;98421;34.85
3453,3453;98422;34.37
3454,3454;98423;32.48
3455,3455;98424;32.64
3456,3456;98425;29.14
3457,3457;98426;28.32
3458,3458;98427;27.13
3459,3459;98428;27. Feb
3460,3460;98429;27.56
3461,3461;98430;28.55
3462,3462;98431;29.92
3463,3463;98432;30.21
3464,3464;98433;29.0
3465,3465;98434;28.19
3466,3466;98435;25.39
3467,3467;98436;22.91
3468,3468;98437;21. Sep
3469,3469;98438;15.97
3470,3470;98439;20. Jul
3471,3471;98440;23.47
3472,3472;98441;28. Apr
3473,3473;98442;33.85
3474,3474;98443;39.17
3475,3475;98444;37.6
3476,3476;98445;33.31
3477,3477;98446;32.94
3478,3478;98447;29.0
3479,3479;98448;28.74
3480,3480;98449;27.94
3481,3481;98450;26.97
3482,3482;98451;26.62
3483,3483;98452;24.65
3484,3484;98453;26.87
3485,3485;98454;27.67
3486,3486;98455;28.24
3487,3487;98456;28.58
3488,3488;98457;26. Jun
3489,3489;98458;24.93
3490,3490;98459;25.82
3491,3491;98460;22. Jun
3492,3492;98461;18.46
3493,3493;98462;16.97
3494,3494;98463;17.65
3495,3495;98464;22.22
3496,3496;98465;30.31
3497,3497;98466;35.82
3498,3498;98467;40.07
3499,3499;98468;39.64
3500,3500;98469;38.79
3501,3501;98470;38.06
3502,3502;98471;28.25
3503,3503;98472;28.27
3504,3504;98473;28. Mrz
3505,3505;98474;26.88
3506,3506;98475;27. Jun
3507,3507;98476;30. Jan
3508,3508;98477;39.31
3509,3509;98478;48.0
3510,3510;98479;48.16
3511,3511;98480;40.91
3512,3512;98481;36.56
3513,3513;98482;33.24
3514,3514;98483;30.48
3515,3515;98484;29.67
3516,3516;98485;29. Nov
3517,3517;98486;28.92
3518,3518;98487;29. Sep
3519,3519;98488;32.35
3520,3520;98489;40.0
3521,3521;98490;46.99
3522,3522;98491;46.27
3523,3523;98492;39.98
3524,3524;98493;37.94
3525,3525;98494;32.4
3526,3526;98495;28.71
3527,3527;98496;28. Jul
3528,3528;98497;27.43
3529,3529;98498;27.24
3530,3530;98499;27.72
3531,3531;98500;29. Jun
3532,3532;98501;38.91
3533,3533;98502;46.13
3534,3534;98503;50.0
3535,3535;98504;43.03
3536,3536;98505;39.94
3537,3537;98506;37.4
3538,3538;98507;32.29
3539,3539;98508;30.71
3540,3540;98509;29.98
3541,3541;98510;30.0
3542,3542;98511;30. Mai
3543,3543;98512;32.16
3544,3544;98513;37.46
3545,3545;98514;41.41
3546,3546;98515;41.01
3547,3547;98516;36.4
3548,3548;98517;33.56
3549,3549;98518;28. Sep
3550,3550;98519;28. Jun
3551,3551;98520;26.71
3552,3552;98521;26.68
3553,3553;98522;26. Jul
3554,3554;98523;26. Sep
3555,3555;98524;26.95
3556,3556;98525;34.16
3557,3557;98526;39.56
3558,3558;98527;39.78
3559,3559;98528;30.88
3560,3560;98529;27.66
3561,3561;98530;26.55
3562,3562;98531;27.25
3563,3563;98532;26. Mai
3564,3564;98533;26. Sep
3565,3565;98534;28. Mai
3566,3566;98535;30.65
3567,3567;98536;31.23
3568,3568;98537;35.19
3569,3569;98538;40.47
3570,3570;98539;41.81
3571,3571;98540;37.66
3572,3572;98541;35.07
3573,3573;98542;30.72
3574,3574;98543;28.73
3575,3575;98544;28. Feb
3576,3576;98545;27. Mrz
3577,3577;98546;26.38
3578,3578;98547;26.78
3579,3579;98548;28.53
3580,3580;98549;36.0
3581,3581;98550;43.06
3582,3582;98551;46.01
3583,3583;98552;42.86
3584,3584;98553;39.93
3585,3585;98554;38.42
3586,3586;98555;33.01
3587,3587;98556;30.98
3588,3588;98557;29.58
3589,3589;98558;29. Jul
3590,3590;98559;28.93
3591,3591;98560;30.43
3592,3592;98561;35.93
3593,3593;98562;40.46
3594,3594;98563;40.07
3595,3595;98564;35.0
3596,3596;98565;32.47
3597,3597;98566;28.94
3598,3598;98567;26.91
3599,3599;98568;24.77
3600,3600;98569;24.45
3601,3601;98570;23. Mai
3602,3602;98571;23.45
3603,3603;98572;27.24
3604,3604;98573;33.09
3605,3605;98574;37.95
3606,3606;98575;38.99
3607,3607;98576;37.97
3608,3608;98577;35.93
3609,3609;98578;33.32
3610,3610;98579;30.02
3611,3611;98580;28. Sep
3612,3612;98581;27.63
3613,3613;98582;28.29
3614,3614;98583;28.36
3615,3615;98584;30.43
3616,3616;98585;34.67
3617,3617;98586;38.98
3618,3618;98587;39.96
3619,3619;98588;37.91
3620,3620;98589;35.95
3621,3621;98590;32.02
3622,3622;98591;27. Aug
3623,3623;98592;28. Jul
3624,3624;98593;28. Aug
3625,3625;98594;26. Sep
3626,3626;98595;27.0
3627,3627;98596;27.98
3628,3628;98597;29.87
3629,3629;98598;32.09
3630,3630;98599;34.42
3631,3631;98600;35.1
3632,3632;98601;28. Sep
3633,3633;98602;27. Sep
3634,3634;98603;25.99
3635,3635;98604;26. Jul
3636,3636;98605;25.29
3637,3637;98606;24.81
3638,3638;98607;25.65
3639,3639;98608;27.99
3640,3640;98609;33.66
3641,3641;98610;38.7
3642,3642;98611;39.6
3643,3643;98612;38.98
3644,3644;98613;37.96
3645,3645;98614;31.86
3646,3646;98615;32.92
3647,3647;98616;27. Mai
3648,3648;98617;26.77
3649,3649;98618;26.67
3650,3650;98619;26.49
3651,3651;98620;26.42
3652,3652;98621;26.65
3653,3653;98622;27.14
3654,3654;98623;29. Jun
3655,3655;98624;29.56
3656,3656;98625;28.54
3657,3657;98626;28. Feb
3658,3658;98627;27.22
3659,3659;98628;26. Feb
3660,3660;98629;21. Mai
3661,3661;98630;20.57
3662,3662;98631;23.31
3663,3663;98632;26.0
3664,3664;98633;29. Jun
3665,3665;98634;39.1
3666,3666;98635;42.22
3667,3667;98636;39.92
3668,3668;98637;40.51
3669,3669;98638;37.78
3670,3670;98639;34.38
3671,3671;98640;31.95
3672,3672;98641;29.88
3673,3673;98642;28.75
3674,3674;98643;28.44
3675,3675;98644;31.64
3676,3676;98645;41.77
3677,3677;98646;49.28
3678,3678;98647;54.02
3679,3679;98648;50.0
3680,3680;98649;48.43
3681,3681;98650;44.95
3682,3682;98651;38.93
3683,3683;98652;36.68
3684,3684;98653;32.94
3685,3685;98654;30.91
3686,3686;98655;31.72
3687,3687;98656;32.19
3688,3688;98657;37.46
3689,3689;98658;41.78
3690,3690;98659;43.59
3691,3691;98660;38.97
3692,3692;98661;35.18
3693,3693;98662;31. Aug
3694,3694;98663;31.57
3695,3695;98664;30.13
3696,3696;98665;29.29
3697,3697;98666;29.47
3698,3698;98667;29. Aug
3699,3699;98668;31.83
3700,3700;98669;41.17
3701,3701;98670;51.01
3702,3702;98671;52.39
3703,3703;98672;50.94
3704,3704;98673;43.3
3705,3705;98674;42.33
3706,3706;98675;39.16
3707,3707;98676;37.72
3708,3708;98677;34.6
3709,3709;98678;34.45
3710,3710;98679;34.45
3711,3711;98680;37.49
3712,3712;98681;41.59
3713,3713;98682;45.26
3714,3714;98683;47.57
3715,3715;98684;40.07
3716,3716;98685;38.91
3717,3717;98686;33.04
3718,3718;98687;30.0
3719,3719;98688;29.64
3720,3720;98689;28.39
3721,3721;98690;27.94
3722,3722;98691;27.49
3723,3723;98692;29.65
3724,3724;98693;37.1
3725,3725;98694;44.2
3726,3726;98695;48.1
3727,3727;98696;44.03
3728,3728;98697;39.02
3729,3729;98698;36.98
3730,3730;98699;34.03
3731,3731;98700;32.89
3732,3732;98701;30. Jun
3733,3733;98702;29.53
3734,3734;98703;30. Jan
3735,3735;98704;30. Jun
3736,3736;98705;29. Sep
3737,3737;98706;32.69
3738,3738;98707;35.0
3739,3739;98708;29.93
3740,3740;98709;27.87
3741,3741;98710;20.0
3742,3742;98711;Dez 48
3743,3743;98712;Sep 87
3744,3744;98713;09. Apr
3745,3745;98714;14. Sep
3746,3746;98715;22.0
3747,3747;98716;24.55
3748,3748;98717;35.96
3749,3749;98718;40.97
3750,3750;98719;40.81
3751,3751;98720;38.26
3752,3752;98721;37.59
3753,3753;98722;35.46
3754,3754;98723;31. Jul
3755,3755;98724;30. Aug
3756,3756;98725;28.33
3757,3757;98726;28.19
3758,3758;98727;28. Aug
3759,3759;98728;32.12
3760,3760;98729;38.05
3761,3761;98730;40.98
3762,3762;98731;40.87
3763,3763;98732;38.04
3764,3764;98733;34.27
3765,3765;98734;27.79
3766,3766;98735;24.99
3767,3767;98736;23. Feb
3768,3768;98737;18.31
3769,3769;98738;19.17
3770,3770;98739;20.87
3771,3771;98740;27. Jul
3772,3772;98741;32.05
3773,3773;98742;39.97
3774,3774;98743;41.57
3775,3775;98744;40.94
3776,3776;98745;39.98
3777,3777;98746;40.02
3778,3778;98747;38.14
3779,3779;98748;35.29
3780,3780;98749;32.67
3781,3781;98750;32.97
3782,3782;98751;32.98
3783,3783;98752;36.09
3784,3784;98753;39.12
3785,3785;98754;39.91
3786,3786;98755;39.96
3787,3787;98756;39.31
3788,3788;98757;39.61
3789,3789;98758;37.93
3790,3790;98759;32.71
3791,3791;98760;32.28
3792,3792;98761;32.81
3793,3793;98762;31. Mai
3794,3794;98763;30.44
3795,3795;98764;31. Jul
3796,3796;98765;34.72
3797,3797;98766;37.91
3798,3798;98767;39.43
3799,3799;98768;38.99
3800,3800;98769;36.5
3801,3801;98770;34.94
3802,3802;98771;30.66
3803,3803;98772;29. Mai
3804,3804;98773;27.81
3805,3805;98774;27.53
3806,3806;98775;28.28
3807,3807;98776;30.02
3808,3808;98777;35.85
3809,3809;98778;39.3
3810,3810;98779;41.88
3811,3811;98780;41.58
3812,3812;98781;42.07
3813,3813;98782;39.02
3814,3814;98783;33.98
3815,3815;98784;31.06
3816,3816;98785;31.04
3817,3817;98786;27.54
3818,3818;98787;28.46
3819,3819;98788;27.79
3820,3820;98789;28.48
3821,3821;98790;30.52
3822,3822;98791;30.63
3823,3823;98792;29.44
3824,3824;98793;27.78
3825,3825;98794;26. Apr
3826,3826;98795;24. Apr
3827,3827;98796;20.79
3828,3828;98797;Dez 98
3829,3829;98798;15.0
3830,3830;98799;20. Jul
3831,3831;98800;24.44
3832,3832;98801;32.4
3833,3833;98802;38.24
3834,3834;98803;39.53
3835,3835;98804;37.57
3836,3836;98805;35.2
3837,3837;98806;24. Aug
3838,3838;98807;26. Mrz
3839,3839;98808;23. Feb
3840,3840;98809;20.36
3841,3841;98810;Dez 26
3842,3842;98811;19.95
3843,3843;98812;26. Aug
3844,3844;98813;38.93
3845,3845;98814;38.93
3846,3846;98815;38.09
3847,3847;98816;35.25
3848,3848;98817;30.89
3849,3849;98818;27.57
3850,3850;98819;24. Jan
3851,3851;98820;17.91
3852,3852;98821;Sep 37
3853,3853;98822;17.92
3854,3854;98823;21.63
3855,3855;98824;26. Feb
3856,3856;98825;32.26
3857,3857;98826;38.32
3858,3858;98827;38.74
3859,3859;98828;37.95
3860,3860;98829;31.29
3861,3861;98830;24. Feb
3862,3862;98831;24.83
3863,3863;98832;23.52
3864,3864;98833;23.55
3865,3865;98834;23.53
3866,3866;98835;25.63
3867,3867;98836;28. Dez
3868,3868;98837;37.91
3869,3869;98838;41.52
3870,3870;98839;43.5
3871,3871;98840;40.93
3872,3872;98841;37.45
3873,3873;98842;34.16
3874,3874;98843;31.0
3875,3875;98844;29.66
